ID,Measure,Subject,Category,SubCategory,HebSubject,HebCategory,HebSubCategory,Year
SC24QB1,Responsibility firing teachers - Principal Q24b1,Responsibility,Firing teachers , Principal,,,,2009
SC24QB2,Responsibility firing teachers - Teachers Q24b2,Responsibility,Firing teachers , Teachers,,,,2009
SC24QB3,Responsibility firing teachers - School governing board Q24b3,Responsibility,Firing teachers , School governing board,,,,2009
SC24QB4,Responsibility firing teachers - Regional or local educational authority Q24b4,Responsibility,Firing teachers , Regional or local educational authority,,,,2009
SC24QB5,Responsibility firing teachers - National education authority Q24b5,Responsibility,Firing teachers , National education authority,,,,2009
SC24QC1,Responsibility starting salaries - Principal Q24c1,Responsibility,Starting salaries , Principal,,,,2009
SC24QC2,Responsibility starting salaries - Teachers Q24c2,Responsibility,Starting salaries , Teachers,,,,2009
SC24QC3,Responsibility starting salaries - School governing board Q24c3,Responsibility,Starting salaries , School governing board,,,,2009
SC24QC4,Responsibility starting salaries - Regional or local educational authority Q24c4,Responsibility,Starting salaries , Regional or local educational authority,,,,2009
SC24QC5,Responsibility starting salaries - National education authority Q24c5,Responsibility,Starting salaries , National education authority,,,,2009
SC24QD1,Responsibility salary increases - Principal  Q24d1,Responsibility,Salary increases , Principal,,,,2009
SC24QD2,Responsibility salary increases - Teachers Q24d2,Responsibility,Salary increases , Teachers,,,,2009
SC24QD3,Responsibility salary increases -  School governing board Q24d3,Responsibility,Salary increases ,  School governing board,,,,2009
SC24QD4,Responsibility salary increases -  Regional or local educational authority Q24d4,Responsibility,Salary increases ,  Regional or local educational authority,,,,2009
SC24QD5,Responsibility salary increases -  National education authority Q24d5,Responsibility,Salary increases ,  National education authority,,,,2009
SC24QE1,Responsibility formulate budget -  Principal  Q24e1,Responsibility,Formulate budget ,  Principal ,,,,2009
SC24QE2,Responsibility formulate budget -  Teachers Q24e2,Responsibility,Formulate budget ,  Teachers ,,,,2009
SC24QE3,Responsibility formulate budget -  School governing board Q24e3,Responsibility,Formulate budget ,  School governing board ,,,,2009
SC24QE4,Responsibility formulate budget -  Regional or local educational authority Q24e4,Responsibility,Formulate budget ,  Regional or local educational authority ,,,,2009
SC24QE5,Responsibility formulate budget -  National education authority Q24e5,Responsibility,Formulate budget ,  National education authority ,,,,2009
SC24QF1,Responsibility budget allocations  - Principal  Q24f1,Responsibility,Budget allocations  , Principal  ,,,,2009
SC24QF2,Responsibility budget allocations  - Teachers Q24f2,Responsibility,Budget allocations  , Teachers,,,,2009
SC24QF3,Responsibility budget allocations  - School governing board Q24f3,Responsibility,Budget allocations  , School governing board,,,,2009
SC24QF4,Responsibility budget allocations  - Regional or local educational authority Q24f4,Responsibility,Budget allocations  , Regional or local educational authority,,,,2009
SC24QF5,Responsibility budget allocations  - National education authority Q24f5,Responsibility,Budget allocations  , National education authority,,,,2009
SC24QG1,Responsibility student discipline - Principal Q24g1,Responsibility,Student discipline , Principal,,,,2009
SC24QG2,Responsibility student discipline - Teachers Q24g2,Responsibility,Student discipline , Teachers,,,,2009
SC24QG3,Responsibility student discipline - School governing board Q24g3,Responsibility,Student discipline , School governing board,,,,2009
SC24QG4,Responsibility student discipline - Regional or local educational authority Q24g4,Responsibility,Student discipline , Regional or local educational authority,,,,2009
SC24QG5,Responsibility student discipline - National education authority Q24g5,Responsibility,Student discipline , National education authority,,,,2009
SC24QH1,Responsibility student assessment - Principal Q24h1,Responsibility,Student assessment , Principal,,,,2009
SC24QH2,Responsibility student assessment - Teachers Q24h2,Responsibility,Student assessment , Teachers,,,,2009
SC24QH3,Responsibility student assessment - School governing board Q24h3,Responsibility,Student assessment , School governing board,,,,2009
SC24QH4,Responsibility student assessment - Regional or local educational authority Q24h4,Responsibility,Student assessment , Regional or local educational authority,,,,2009
SC24QH5,Responsibility student assessment - National education authority Q24h5,Responsibility,Student assessment , National education authority,,,,2009
SC24QI1,Responsibility student admission - Principal Q24i1,Responsibility,Student admission , Principal,,,,2009
SC24QI2,Responsibility student admission - Teachers Q24i2,Responsibility,Student admission , Teachers,,,,2009
SC24QI3,Responsibility student admission - School governing board Q24i3,Responsibility,Student admission , School governing board,,,,2009
SC24QI4,Responsibility student admission - Regional or local educational authority Q24i4,Responsibility,Student admission , Regional or local educational authority,,,,2009
SC24QI5,Responsibility student admission - National education authority Q24i5,Responsibility,Student admission , National education authority,,,,2009
SC24QJ1,Responsibility textbook use - Principal Q24j1,Responsibility,Textbook use , Principal,,,,2009
SC24QJ2,Responsibility textbook use - Teachers Q24j2,Responsibility,Textbook use , Teachers,,,,2009
SC24QJ3,Responsibility textbook use - School governing board Q24j3,Responsibility,Textbook use , School governing board,,,,2009
SC24QJ4,Responsibility textbook use - Regional or local educational authority Q24j4,Responsibility,Textbook use , Regional or local educational authority,,,,2009
SC24QJ5,Responsibility textbook use - National education authority Q24j5,Responsibility,Textbook use , National education authority,,,,2009
SC24QK1,Responsibility course content - Principal Q24k1,Responsibility,Course content , Principal,,,,2009
SC24QK2,Responsibility course content - Teachers Q24k2,Responsibility,Course content , Teachers,,,,2009
SC24QK3,Responsibility course content - School governing board Q24k3,Responsibility,Course content , School governing board,,,,2009
SC24QK4,Responsibility course content - Regional or local educational authority Q24k4,Responsibility,Course content , Regional or local educational authority,,,,2009
SC24QK5,Responsibility course content - National education authority Q24k5,Responsibility,Course content , National education authority ,,,,2009
SC24QL1,Responsibility courses offered - Principal Q24l1,Responsibility,Courses offered , Principal,,,,2009
SC24QL2,Responsibility courses offered - Teachers Q24l2,Responsibility,Courses offered , Teachers,,,,2009
SC24QL3,Responsibility courses offered - School governing board Q24l3,Responsibility,Courses offered , School governing board ,,,,2009
SC24QL4,Responsibility courses offered - Regional or local educational authority Q24l4,Responsibility,Courses offered , Regional or local educational authority ,,,,2009
SC24QL5,Responsibility courses offered - National education authority Q24l5,Responsibility,Courses offered , National education authority ,,,,2009
SC25QA1,Regional or national authority - Influence staffing Q25a1,School Policies and Practices,Regional or national authority , Influence staffing ,,,,2009
SC25QA2,Regional or national authority - Influence budget Q25a2,School Policies and Practices,Regional or national authority , Influence budget ,,,,2009
SC25QA3,Regional or national authority - Influence instructional content Q25a3,School Policies and Practices,Regional or national authority , Influence instructional content ,,,,2009
SC25QA4,Regional or national authority - Influence assessment Q25a4,School Policies and Practices,Regional or national authority , Influence assessment ,,,,2009
SC25QB1,School governing board - Influence staffing Q25b1,School Policies and Practices,School governing board , Influence staffing ,,,,2009
SC25QB2,School governing board - Influence budget Q25b2,School Policies and Practices,School governing board , Influence budget ,,,,2009
SC25QB3,School governing board - Influence instructional content Q25b3,School Policies and Practices,School governing board , Influence instructional content ,,,,2009
SC25QB4,School governing board - Influence assessment Q25b4,School Policies and Practices,School governing board , Influence assessment ,,,,2009
SC25QC1,Parent groups - Influence staffing Q25c1,School Policies and Practices,Parent groups , Influence staffing ,,,,2009
SC25QC2,Parent groups - Influence budget Q25c2,School Policies and Practices,Parent groups , Influence budget ,,,,2009
SC25QC3,Parent groups - Influence instructional content Q25c3,School Policies and Practices,Parent groups , Influence instructional content ,,,,2009
SC25QC4,Parent groups - Influence assessment Q25c4,School Policies and Practices,Parent groups , Influence assessment ,,,,2009
SC25QD1,Teacher groups - Influence staffing Q25d1,School Policies and Practices,Teacher groups , Influence staffing ,,,,2009
SC25QD2,Teacher groups - Influence budget Q25d2,School Policies and Practices,Teacher groups , Influence budget ,,,,2009
SC25QD3,Teacher groups - Influence instructional content Q25d3,School Policies and Practices,Teacher groups , Influence instructional content ,,,,2009
SC25QD4,Teacher groups - Influence assessment Q25d4,School Policies and Practices,Teacher groups , Influence assessment ,,,,2009
SC25QE1,Student groups - Influence staffing Q25e1,School Policies and Practices,Student groups , Influence staffing ,,,,2009
SC25QE2,Student groups - Influence budget Q25e2,School Policies and Practices,Student groups , Influence budget,,,,2009
SC25QE3,Student groups - Influence instructional content Q25e3,School Policies and Practices,Student groups , Influence instructional content,,,,2009
SC25QE4,Student groups - Influence assessment Q25e4,School Policies and Practices,Student groups , Influence assessment ,,,,2009
SC25QF1,Examination board - Influence staffing Q25f1,School Policies and Practices,Examination board , Influence staffing ,,,,2009
SC25QF2,Examination board - Influence budget Q25f2,School Policies and Practices,Examination board , Influence budget ,,,,2009
SC25QF3,Examination board - Influence instructional content Q25f3,School Policies and Practices,Examination board , Influence instructional content ,,,,2009
SC25QF4,Examination board - Influence assessment Q25f4,School Policies and Practices,Examination board , Influence assessment ,,,,2009
SC26Q01,Professional development,School Policies and Practices,Professional development,,,,,2009
SC26Q02,Educational goals - Teachers,School Policies and Practices,Educational goals - Teachers,,,,,2009
SC26Q03,Observe in classrooms,School Policies and Practices,Observe in classrooms,,,,,2009
SC26Q04,Student performance,School Policies and Practices,Student performance,,,,,2009
SC26Q05,Give suggestions,School Policies and Practices,Give suggestions,,,,,2009
SC26Q06,Monitor student's work,School Policies and Practices,Monitor student's work,,,,,2009
SC26Q07,Teacher's problems,School Policies and Practices,Teacher's problems,,,,,2009
SC26Q08,Teachers Updating skills,School Policies and Practices,Teachers Updating skills,,,,,2009
SC26Q09,Educational Goals - Classroom,School Policies and Practices,Educational Goals - Classroom,,,,,2009
SC26Q10,Exam results into account,School Policies and Practices,Exam results into account,,,,,2009
SC26Q11,Curriculum Responsibility,School Policies and Practices,Curriculum Responsibility,,,,,2009
SC26Q12,Classroom problems,School Policies and Practices,Classroom problems,,,,,2009
SC26Q13,Disruptive behaviour,School Policies and Practices,Disruptive behaviour,,,,,2009
SC26Q14,Take over lessons,School Policies and Practices,Take over lessons,,,,,2009
SC27Q01,Gender,Gender,,,,,,2009
ABGROUP,Ability grouping between classes,SchoolIndex,Ability grouping between classes,,,,,2009
COMPWEB,Proportion of computers connected to the Internet,SchoolIndex,Proportion of computers connected to the Internet,,,,,2009
IRATCOMP,Ratio of computers and school size,SchoolIndex,Ratio of computers and school size,,,,,2009
PCGIRLS,Proportion of girls in the school,SchoolIndex,Proportion of girls in the school,,,,,2009
PROPCERT,Proportion of certified teachers,SchoolIndex,Proportion of certified teachers,,,,,2009
PROPQUAL,Proportion of qualified teachers,SchoolIndex,Proportion of qualified teachers,,,,,2009
SCHSIZE,Total school enrolment,SchoolIndex,Total school enrolment,,,,,2009
SCHTYPE,School Type,SchoolIndex,School Type,,,,,2009
SELSCH,Index of academic school selectivity,SchoolIndex,Index of academic school selectivity,,,,,2009
STRATIO,Teacher-Student ratio,SchoolIndex,Teacher-Student ratio,,,,,2009
EXCURACT,Extra-curricular activities offered by school,SchoolIndex,Extra-curricular activities offered by school,,,,,2009
LDRSHP,School leadership,SchoolIndex,School leadership,,,,,2009
RESPCURR,School responsibility: curriculum and assessment,SchoolIndex,School responsibility: curriculum and assessment,,,,,2009
RESPRES,School responsibility: resource allocation,SchoolIndex,School responsibility: resource allocation,,,,,2009
SCMATEDU,Quality of the schools educational resources,SchoolIndex,Quality of the schools educational resources,,,,,2009
STUDBEHA,Student behaviour,SchoolIndex,Student behaviour,,,,,2009
TCHPARTI,Teacher participation,SchoolIndex,Teacher participation,,,,,2009
TCSHORT,Teacher shortage,SchoolIndex,Teacher shortage,,,,,2009
TEACBEHA,Teacher behaviour,SchoolIndex,Teacher behaviour,,,,,2009
ST01Q01,Grade Q1,Me,Grade,,,,,2006
ST02Q01,Study programme Q2,Me,Study programme ,,,,,2006
ST03Q02,Month of birth Q3,Me,Month of birth,,,,,2006
ST03Q03,Year of birth Q3,Me,Year of birth,,,,,2006
ST04Q01,Gender Q4,Me,Gender,,,,,2006
ST05Q01,Mother ISCO code Q5a,Family and Home,Mother,ISCO code ,,,,2006
ST06Q01,Mother <highest schooling> Q6,Family and Home,Mother,<highest schooling> ,,,,2006
ST07Q01,Mother <ISCED 5A or 6> Q7a,Family and Home,Mother,<ISCED 5A or 6> ,,,,2006
ST07Q02,Mother <ISCED 5B> Q7b,Family and Home,Mother,<ISCED 5B> ,,,,2006
ST07Q03,Mother <ISCED 4> Q7c,Family and Home,Mother,<ISCED 4> ,,,,2006
ST08Q01,Father ISCO Code Q8a,Family and Home,Father,ISCO code ,,,,2006
ST09Q01,Father <highest schooling> Q9,Family and Home,Father,<highest schooling> ,,,,2006
ST10Q01,Father <ISCED 5A or 6> Q10a,Family and Home,Father,<ISCED 5A or 6> ,,,,2006
ST10Q02,Father <ISCED 5B> Q10b,Family and Home,Father,<ISCED 5B> ,,,,2006
ST10Q03,Father <ISCED 4> Q10c,Family and Home,Father,<ISCED 4> ,,,,2006
ST11Q01,Self born in country Q11a,Family and Home,Country of Birth,Self,,,,2006
ST11Q02,Mother born in country Q11a,Family and Home,Country of Birth,Mother,,,,2006
ST11Q03,Father born in country Q11a,Family and Home,Country of Birth,Father,,,,2006
ST11Q04,Country arrival age Q11b,Family and Home,Country of Birth,Arrival age,,,,2006
ST12Q01,Language at home Q12,Family and Home,Country of Birth,Language at home ,,,,2006
ST13Q01,Possessions desk Q13a,Family and Home,Possessions,desk,,,,2006
ST13Q02,Possessions own room Q13b,Family and Home,Possessions,own room,,,,2006
ST13Q03,Possessions study place Q13c,Family and Home,Possessions,study place,,,,2006
ST13Q04,Possessions computer Q13d,Family and Home,Possessions,computer,,,,2006
ST13Q05,Possessions software Q13e,Family and Home,Possessions,software,,,,2006
ST13Q06,Possessions Internet Q13f,Family and Home,Possessions,Internet,,,,2006
ST13Q07,Possessions calculator Q13g,Family and Home,Possessions,calculator,,,,2006
ST13Q08,Possessions literature Q13h,Family and Home,Possessions,literature,,,,2006
ST13Q09,Possessions poetry Q13i,Family and Home,Possessions,poetry,,,,2006
ST13Q10,Possessions art Q13j,Family and Home,Possessions,art,,,,2006
ST13Q11,Possessions textbooks Q13k,Family and Home,Possessions,textbooks,,,,2006
ST13Q12,Possessions dictionary Q13l,Family and Home,Possessions,dictionary,,,,2006
ST13Q13,Possessions dishwasher Q13m,Family and Home,Possessions,dishwasher,,,,2006
ST13Q14,Possessions <DVD or VCR> Q13n,Family and Home,Possessions,DVD or VCR,,,,2006
ST13Q15,Possessions <country-specific item 1> Q13o,Family and Home,Possessions,country-specific item 1,,,,2006
ST13Q16,Possessions <country-specific item 2> Q13p,Family and Home,Possessions,country-specific item 2,,,,2006
ST13Q17,Possessions <country-specific item 3> Q13q,Family and Home,Possessions,country-specific item 3,,,,2006
ST14Q01,How many cell phones Q14a,Family and Home,Possessions,Cell phones,,,,2006
ST14Q02,How many televisions Q14b,Family and Home,Possessions,Televisions,,,,2006
ST14Q03,How many computers Q14c,Family and Home,Possessions,Computers,,,,2006
ST14Q04,How many cars Q14d,Family and Home,Possessions,Cars,,,,2006
ST15Q01,How many books at home Q15,Family and Home,Possessions,Books at home,,,,2006
ST16Q01,Sci enjoyment - Have fun Q16a,Science Learning,Enjoyment, Have fun ,,,,2006
ST16Q02,Sci enjoyment - Like reading Q16b,Science Learning,Enjoyment, Like reading ,,,,2006
ST16Q03,Sci enjoyment - Sci problems Q16c,Science Learning,Enjoyment, Sci problems ,,,,2006
ST16Q04,Sci enjoyment - New knowledge Q16d,Science Learning,Enjoyment, New knowledge ,,,,2006
ST16Q05,Sci enjoyment - Learning science Q16e,Science Learning,Enjoyment, Learning science ,,,,2006
ST17Q01,Sci tasks - Newspaper Q17a,Science Learning,Tasks, Newspaper ,,,,2006
ST17Q02,Sci tasks - Earthquakes Q17b,Science Learning,Tasks, Earthquakes ,,,,2006
ST17Q03,Sci tasks - Antibiotics Q17c,Science Learning,Tasks, Antibiotics ,,,,2006
ST17Q04,Sci tasks - Garbage Q17d,Science Learning,Tasks, Garbage ,,,,2006
ST17Q05,Sci tasks - Species survival Q17e,Science Learning,Tasks, Species survival ,,,,2006
ST17Q06,Sci tasks - Food labels Q17f,Science Learning,Tasks, Food labels ,,,,2006
ST17Q07,Sci tasks - Life on Mars Q17g,Science Learning,Tasks, Life on Mars ,,,,2006
ST17Q08,Sci tasks - Acid rain Q17h,Science Learning,Tasks, Acid rain ,,,,2006
ST18Q01,Sci value - Living conditions Q18a,Science Learning,Value, Living conditions ,,,,2006
ST18Q02,Sci value - Natural world Q18b,Science Learning,Value, Natural world ,,,,2006
ST18Q03,Sci value - Relate to others Q18c,Science Learning,Value, Relate to others ,,,,2006
ST18Q04,Sci value - Improve economy Q18d,Science Learning,Value, Improve economy ,,,,2006
ST18Q05,Sci value - Use as adult Q18e,Science Learning,Value, Use as adult ,,,,2006
ST18Q06,Sci value - Value to society Q18f,Science Learning,Value, Value to society ,,,,2006
ST18Q07,Sci value - Relevant to me Q18g,Science Learning,Value, Relevant to me ,,,,2006
ST18Q08,Sci value - Help understand Q18h,Science Learning,Value, Help understand ,,,,2006
ST18Q09,Sci value - Social benefits Q18i,Science Learning,Value, Social benefits ,,,,2006
ST18Q10,Sci value - Opportunities Q18j,Science Learning,Value, Opportunities ,,,,2006
ST19Q01,Sci activity - Science TV Q19a,Science Learning,Activity, Science TV ,,,,2006
ST19Q02,Sci activity - Science books Q19b,Science Learning,Activity, Science books ,,,,2006
ST19Q03,Sci activity - Web content Q19c,Science Learning,Activity, Web content ,,,,2006
ST19Q04,Sci activity - Science radio Q19d,Science Learning,Activity, Science radio ,,,,2006
ST19Q05,Sci activity - Science mags Q19e,Science Learning,Activity, Science mags ,,,,2006
ST19Q06,Sci activity - Science club Q19f,Science Learning,Activity, Science club ,,,,2006
ST20QA1,Sci info - Photosynthesis - none Q20a,Science Information , Photosynthesis , none ,,,,2006
ST20QA2,Sci info - Photosynthesis - school Q20a,Science Information , Photosynthesis , school,,,,2006
ST20QA3,Sci info - Photosynthesis - media Q20a,Science Information , Photosynthesis , media ,,,,2006
ST20QA4,Sci info - Photosynthesis - friends Q20a,Science Information , Photosynthesis , friends ,,,,2006
ST20QA5,Sci info - Photosynthesis - family Q20a,Science Information , Photosynthesis , family ,,,,2006
ST20QA6,Sci info - Photosynthesis - Internet or books Q20a,Science Information , Photosynthesis , Internet or books ,,,,2006
ST20QB1,Sci info - Continents - none Q20b,Science Information , Continents , none ,,,,2006
ST20QB2,Sci info - Continents - school Q20b,Science Information , Continents , school ,,,,2006
ST20QB3,Sci info - Continents - media Q20b,Science Information , Continents , media ,,,,2006
ST20QB4,Sci info - Continents - friends Q20b,Science Information , Continents , friends ,,,,2006
ST20QB5,Sci info - Continents - family Q20b,Science Information , Continents , family ,,,,2006
ST20QB6,Sci info - Continents - Internet or books Q20b,Science Information , Continents , Internet or books ,,,,2006
ST20QC1,Sci info - Genes - none Q20c,Science Information , Genes , none ,,,,2006
ST20QC2,Sci info - Genes - school Q20c,Science Information , Genes , school ,,,,2006
ST20QC3,Sci info - Genes - media Q20c,Science Information , Genes , media ,,,,2006
ST20QC4,Sci info - Genes - friends Q20c,Science Information , Genes , friends ,,,,2006
ST20QC5,Sci info - Genes - family Q20c,Science Information , Genes , family ,,,,2006
ST20QC6,Sci info - Genes - Internet or books Q20c,Science Information , Genes , Internet or books ,,,,2006
ST20QD1,Sci info - Soundproofing - none Q20d,Science Information , Soundproofing , none ,,,,2006
ST20QD2,Sci info - Soundproofing - school Q20d,Science Information , Soundproofing , school ,,,,2006
ST20QD3,Sci info - Soundproofing - media Q20d,Science Information , Soundproofing , media ,,,,2006
ST20QD4,Sci info - Soundproofing - friends Q20d,Science Information , Soundproofing , friends ,,,,2006
ST20QD5,Sci info - Soundproofing - family Q20d,Science Information , Soundproofing , family ,,,,2006
ST20QD6,Sci info - Soundproofing - Internet or books Q20d,Science Information , Soundproofing , Internet or books ,,,,2006
ST20QE1,Sci info - Climate change - none Q20e,Science Information , Climate change , none ,,,,2006
ST20QE2,Sci info - Climate change - school Q20e,Science Information , Climate change , school ,,,,2006
ST20QE3,Sci info - Climate change - media Q20e,Science Information , Climate change , media ,,,,2006
ST20QE4,Sci info - Climate change - friends Q20e,Science Information , Climate change , friends ,,,,2006
ST20QE5,Sci info - Climate change - family Q20e,Science Information , Climate change , family ,,,,2006
ST20QE6,Sci info - Climate change - Internet or books Q20e,Science Information , Climate change , Internet or books ,,,,2006
ST20QF1,Sci info - Evolution - none Q20f,Science Information , Evolution , none ,,,,2006
ST20QF2,Sci info - Evolution - school Q20f,Science Information , Evolution , school ,,,,2006
ST20QF3,Sci info - Evolution - media Q20f,Science Information , Evolution , media ,,,,2006
ST20QF4,Sci info - Evolution - friends Q20f,Science Information , Evolution , friends ,,,,2006
ST20QF5,Sci info - Evolution - family Q20f,Science Information , Evolution , family ,,,,2006
ST20QF6,Sci info - Evolution - Internet or books Q20f,Science Information , Evolution , Internet or books ,,,,2006
ST20QG1,Sci info - Nuclear energy - none Q20g,Science Information , Nuclear energy , none ,,,,2006
ST20QG2,Sci info - Nuclear energy - school Q20g,Science Information , Nuclear energy , school ,,,,2006
ST20QG3,Sci info - Nuclear energy - media Q20g,Science Information , Nuclear energy , media ,,,,2006
ST20QG4,Sci info - Nuclear energy - friends Q20g,Science Information , Nuclear energy , friends ,,,,2006
ST20QG5,Sci info - Nuclear energy - family Q20g,Science Information , Nuclear energy , family ,,,,2006
ST20QG6,Sci info - Nuclear energy - Internet or books Q20g,Science Information , Nuclear energy , Internet or books ,,,,2006
ST20QH1,Sci info - Health - none Q20h,Science Information , Health , none ,,,,2006
ST20QH2,Sci info - Health - school Q20h,Science Information , Health , school ,,,,2006
ST20QH3,Sci info - Health - media Q20h,Science Information , Health , media ,,,,2006
ST20QH4,Sci info - Health - friends Q20h,Science Information , Health , friends ,,,,2006
ST20QH5,Sci info - Health - family Q20h,Science Information , Health , family ,,,,2006
ST20QH6,Sci info - Health - Internet or books Q20h,Science Information , Health , Internet or books ,,,,2006
ST21Q01,Sci interest - Physics Q21a,Science Learning,Interest, Physics,,,,2006
ST21Q02,Sci interest - Chemistry Q21b,Science Learning,Interest, Chemistry,,,,2006
ST21Q03,Sci interest - Plant biology Q21c,Science Learning,Interest, Plant biology,,,,2006
ST21Q04,Sci interest - Human biology Q21d,Science Learning,Interest, Human biology,,,,2006
ST21Q05,Sci interest - Astronomy Q21e,Science Learning,Interest, Astronomy,,,,2006
ST21Q06,Sci interest - Geology Q21f,Science Learning,Interest, Geology,,,,2006
ST21Q07,Sci interest - Experiments Q21g,Science Learning,Interest, Experiments ,,,,2006
ST21Q08,Sci interest - Explanations Q21h,Science Learning,Interest, Explanations ,,,,2006
ST22Q01,Envr aware - Greenhouse Q22a,Science Learning,Awareness, Greenhouse ,,,,2006
ST22Q02,Envr aware - Genetic modified Q22b,Science Learning,Awareness, Genetic modified ,,,,2006
ST22Q03,Envr aware - Acid rain Q22c,Science Learning,Awareness, Acid rain ,,,,2006
ST22Q04,Envr aware - Nuclear waste Q22d,Science Learning,Awareness, Nuclear waste ,,,,2006
ST22Q05,Envr aware - Forest clearing Q22e,Science Learning,Awareness, Forest clearing ,,,,2006
ST23QA1,Envr info - Air pollution - none Q23a,Enviroment Information, Air pollution , none,,,,2006
ST23QA2,Envr info - Air pollution - school Q23a,Enviroment Information, Air pollution , school ,,,,2006
ST23QA3,Envr info - Air pollution - media Q23a,Enviroment Information, Air pollution , media,,,,2006
ST23QA4,Envr info - Air pollution - friends Q23a,Enviroment Information, Air pollution , friends ,,,,2006
ST23QA5,Envr info - Air pollution - family Q23a,Enviroment Information, Air pollution , family ,,,,2006
ST23QA6,Envr info - Air pollution - Internet or books Q23a,Enviroment Information, Air pollution , Internet or books ,,,,2006
ST23QB1,Envr info - Energy shortages - none Q23b,Enviroment Information, Energy shortages , none ,,,,2006
ST23QB2,Envr info - Energy shortages - school Q23b,Enviroment Information, Energy shortages , school ,,,,2006
ST23QB3,Envr info - Energy shortages - media Q23b,Enviroment Information, Energy shortages , media ,,,,2006
ST23QB4,Envr info - Energy shortages - friends Q23b,Enviroment Information, Energy shortages , friends ,,,,2006
ST23QB5,Envr info - Energy shortages - family Q23b,Enviroment Information, Energy shortages , family ,,,,2006
ST23QB6,Envr info - Energy shortages - Internet or books Q23b,Enviroment Information, Energy shortages , Internet or books ,,,,2006
ST23QC1,Envr info - Extinction - none Q23c,Enviroment Information, Extinction , none ,,,,2006
ST23QC2,Envr info - Extinction - school Q23c,Enviroment Information, Extinction , school ,,,,2006
ST23QC3,Envr info - Extinction - media Q23c,Enviroment Information, Extinction , media ,,,,2006
ST23QC4,Envr info - Extinction - friends Q23c,Enviroment Information, Extinction , friends ,,,,2006
ST23QC5,Envr info - Extinction - family Q23c,Enviroment Information, Extinction , family ,,,,2006
ST23QC6,Envr info - Extinction - Internet or books Q23c,Enviroment Information, Extinction , Internet or books ,,,,2006
ST23QD1,Envr info - Forest clearing - none Q23d,Enviroment Information, Forest clearing , none ,,,,2006
ST23QD2,Envr info - Forest clearing - school Q23d,Enviroment Information, Forest clearing , school ,,,,2006
ST23QD3,Envr info - Forest clearing - media Q23d,Enviroment Information, Forest clearing , media ,,,,2006
ST23QD4,Envr info - Forest clearing - friends Q23d,Enviroment Information, Forest clearing , friends ,,,,2006
ST23QD5,Envr info - Forest clearing - family Q23d,Enviroment Information, Forest clearing , family ,,,,2006
ST23QD6,Envr info - Forest clearing - Internet or books Q23d,Enviroment Information, Forest clearing , Internet or books ,,,,2006
ST23QE1,Envr info - Water shortages - none Q23e,Enviroment Information, Water shortages , none ,,,,2006
ST23QE2,Envr info - Water shortages - school Q23e,Enviroment Information, Water shortages , school ,,,,2006
ST23QE3,Envr info - Water shortages - media Q23e,Enviroment Information, Water shortages , media ,,,,2006
ST23QE4,Envr info - Water shortages - friends Q23e,Enviroment Information, Water shortages , friends ,,,,2006
ST23QE5,Envr info - Water shortages - family Q23e,Enviroment Information, Water shortages , family ,,,,2006
ST23QE6,Envr info - Water shortages - Internet or books Q23e,Enviroment Information, Water shortages , Internet or books ,,,,2006
ST23QF1,Envr info - Nuclear waste - none Q23f,Enviroment Information, Nuclear waste , none ,,,,2006
ST23QF2,Envr info - Nuclear waste - school Q23f,Enviroment Information, Nuclear waste , school ,,,,2006
ST23QF3,Envr info - Nuclear waste - media Q23f,Enviroment Information, Nuclear waste , media ,,,,2006
ST23QF4,Envr info - Nuclear waste - friends Q23f,Enviroment Information, Nuclear waste , friends ,,,,2006
ST23QF5,Envr info - Nuclear waste - family Q23f,Enviroment Information, Nuclear waste , family ,,,,2006
ST23QF6,Envr info - Nuclear waste - Internet or books Q23f,Enviroment Information, Nuclear waste , Internet or books ,,,,2006
ST24Q01,Envr issues - Air pollution Q24a,Enviroment Information,Issues, Air pollution,,,,2006
ST24Q02,Envr issues - Energy shortages Q24b,Enviroment Information,Issues, Energy shortages ,,,,2006
ST24Q03,Envr issues - Extinction Q24c,Enviroment Information,Issues, Extinction ,,,,2006
ST24Q04,Envr issues - Forest clearing Q24d,Enviroment Information,Issues, Forest clearing ,,,,2006
ST24Q05,Envr issues - Water shortages Q24e,Enviroment Information,Issues, Water shortages ,,,,2006
ST24Q06,Envr issues - Nuclear waste Q24f,Enviroment Information,Issues, Nuclear waste ,,,,2006
ST25Q01,Envr improve - Air pollution Q25a,Enviroment Information,Improvement, Air pollution ,,,,2006
ST25Q02,Envr improve - Energy shortages Q25b,Enviroment Information,Improvement, Energy shortages ,,,,2006
ST25Q03,Envr improve - Extinction Q25c,Enviroment Information,Improvement, Extinction ,,,,2006
ST25Q04,Envr improve - Forest clearing Q25d,Enviroment Information,Improvement, Forest clearing ,,,,2006
ST25Q05,Envr improve - Water shortages Q25e,Enviroment Information,Improvement, Water shortages ,,,,2006
ST25Q06,Envr improve - Nuclear waste Q25f,Enviroment Information,Improvement, Nuclear waste ,,,,2006
ST26Q01,Envr responsibility - Car emissions Q26a,Enviroment Information,Responsibility, Car emissions ,,,,2006
ST26Q02,Envr responsibility- Energy wasted Q26b,Enviroment Information,Responsibility, Energy wasted ,,,,2006
ST26Q03,Envr responsibility- Factory emissions Q26c,Enviroment Information,Responsibility, Factory emissions ,,,,2006
